Name,City,Attachments,Status,Gender,Your city,Employment status,Your employment status,Position,Your position,Total years of experience,Years of experience in Germany,Seniority level,Your seniority level,Main technology / programming language,Other technologies/programming languages you use often,Years in the current workplace,What languages do you speak and use at work?,Have you completed your higher education in Germany?,Your main technology,Just a few more general questions,Company size,Annual Brutto salary without bonus and stocks in EUR,Annual Brutto salary with bonus and stocks in EUR,Annual bonus+stocks one year ago.,Number of vacation days,Hourly rate in EUR,Working hours for the last year,Number of days off in the last year,"Third-party income from small customers or own projects (annualy, in EUR)",About you (anonymously),Working hours per week
,Berlin,,,,,Full-time employee,,ML Engineer,,10,4,Senior,,Python,"Javascript / Typescript,Kubernetes,Terraform,Google Cloud,AWS,Docker,SQL, React,NodeJS,Python",0,"English,German",No,,,51-100,88000,90000,,25,,,,,,
,Berlin,,,,,Full-time employee,,Engineering Manager,,10,5,Lead,,Other,"Python,AWS,Terraform,Docker",4,English,No,Terraform,,1000+,87000,140000,120000,28,,,,,,
,Berlin,,,,,Full-time employee,,Engineering Manager,,10,4,Lead,,Kotlin,"PHP,Terraform,Kubernetes,Docker,AWS,Swift,Kotlin",6,English,No,,,101-1000,94000,120000,88000,28,,,,,,
,Berlin,,,,,Full-time employee,,DevOps,,5,5,Senior,,Python,"AWS,Kubernetes",0,"English,German,Russian",Yes,,,1000+,68000,78000,67000,26,,,,,,
,Berlin,,,,,Full-time employee,,Designer (UI/UX),,12,3,Senior,,Other,,0,"English,Russian",No,,,51-100,73000,73000,65000,24,,,,,,
,Berlin,,,,,Full-time employee,,Engineering Manager,,11,3,Head,,Kotlin,"Java / Scala,AWS,Terraform,Docker,SQL",3,English,No,,,1000+,102000,102000,95000,30,,,,,,
,Berlin,,,,,Full-time employee,,Backend Developer,,9,3,Senior,,Kotlin,"Java / Scala,AWS,Kubernetes,Terraform,Docker",3,English,No,,,101-1000,76000,76000,65000,30,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,10,3,Middle,,C / C++,,3,English,No,,,101-1000,59518,65470,63873,30,,,,,,
,Berlin,,,,,Full-time employee,,Tech Lead / Team Lead,,12,2,Lead,,Other,"Docker,Kubernetes,AWS,SQL",2,"English,Russian",No,Elixir,,1000+,90000,90000,80000,28,,,,,,
,Berlin,,,,,Full-time employee,,Engineering Manager,,15,5,Senior,,Java,"Kotlin,SQL,AWS",1,English,No,,,101-1000,110000,50000,90000,30,,,,,,
,Berlin,,,,,Full-time employee,,BI Developer / Data Engineer,,10,7,Senior,,SQL,"Python,AWS,Kubernetes,Terraform,Docker",2,English,No,,,1000+,88000,97000,94000,28,,,,,,
,Berlin,,,,,Full-time employee,,Backend Developer,,15,3,Senior,,Java,"Java / Scala,SQL",3,"English,Russian",No,,,1000+,82000,106,100,28,,,,,,
,Berlin,,,,,Self-employed (freelancer),,Software Engineer,,11,8,Lead,,JavaScript / Typescript,"Javascript / Typescript, React,NodeJS,Docker",0,German,No,,,101-1000,,,,,94,2200,30,0,,
,Berlin,,,,,Full-time employee,,Backend Developer,,10,3,Middle,,Python,,0,English,No,,,1000+,76000,82000,75000,30,,,,,,
,Berlin,,,,,Full-time employee,,QA Engineer,,2,2,Middle,,JavaScript / Typescript,NodeJS,0,English,No,,,11-50,55000,55000,40000,30,,,,,,
,Berlin,,,,,Full-time employee,,Frontend Developer,,1,1,Junior,,JavaScript / Typescript,Other,0,German,Yes,,,101-1000,36000,36000,,27,,,,,,
,Berlin,,,,,Full-time employee,,BI Developer / Data Engineer,,2,2,Middle,,Python,"SQL,AWS,Terraform",0,English,Yes,,,101-1000,60000,60000,44000,28,,,,,,
,Berlin,,,,,Full-time employee,,Tech Lead / Team Lead,,15,9,Lead,,PHP,"Docker,Kubernetes,AWS,SQL,Javascript / Typescript",3,English,No,,,1000+,80000,80000,,27,,,,,,
,Berlin,,,,,Full-time employee,,Software / Solutions Architect,,10,5,Lead,,Other,"Python,Terraform,Docker,Kubernetes,AWS,Google Cloud,SQL",5,English,No,Enterprise Architect ,,1000+,100000,115000,98000,30,,,,,,
,Berlin,,,,,Full-time employee,,Backend Developer,,2,2,Junior,,Scala,"Python,SQL,Kubernetes,Docker,Terraform,AWS,Ruby,Other",2,English,Yes,,,101-1000,60000,61100,45000,35,,,,,,
,Berlin,,,,,Full-time employee,,ML Engineer,,1,1,Junior,,Python,"C / C++,Python",1,German,Yes,,,101-1000,45000,45000,,28,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,10,10,Lead,,JavaScript / Typescript," React,NodeJS,Docker",3,"English,German",No,,,1000+,120000,122000,85000,30,,,,,,
,Berlin,,,,,Full-time employee,,Backend Developer,,2,2,Junior,,Scala,"SQL,Ruby,Docker,Terraform,Kubernetes,Google Cloud,AWS",1,English,No,,,101-1000,60000,62000,40000,32,,,,,,
,Berlin,,,,,Full-time employee,,Backend Developer,,10,6,Lead,,PHP,"Docker,SQL, React",4,"English,German",No,,,1000+,65000,68000,62,28,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,3,3,Middle,,Python,"Java / Scala,SQL",3,English,Yes,,,101-1000,75000,75000,68000,35,,,,,,
,Berlin,,,,,Full-time employee,,Software / Solutions Architect,,7,5,Senior,,Python,"AWS,Google Cloud,Terraform,Kubernetes,Docker",0,"English,German",No,,,101-1000,70000,80000,,30,,,,,,
,Berlin,,,,,Full-time employee,,Data Scientist,,3,3,Senior,,Python,"Java / Scala,SQL,AWS",2,English,Yes,,,1000+,58000,63000,58000,30,,,,,,
,Berlin,,,,,Full-time employee,,QA Engineer,,9,1,Senior,,Java,"Swift,Kotlin,Kubernetes,Terraform",0,"English,German,Russian",No,,,51-100,60000,6000,50000,30,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,7,1,Senior,,PHP,"Python,PHP,Javascript / Typescript,NodeJS,SQL,AWS,Kubernetes,Docker",1,"English,German",No,,,1000+,63000,0,0,30,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,10,1,Middle,,C / C++,"Python,Go",1,English,No,,,101-1000,65000,0,,,,,,,,
,Berlin,,,,,Full-time employee,,Other,Site Reliability Engineering Manager,12,6,Head,,Python,"Python,Java / Scala,Ruby,SQL,Go,Perl,AWS,Google Cloud,Terraform,Docker,Kubernetes",4,English,No,,,1000+,97497,130107,11800,28,,,,,,
,Berlin,,,,,Full-time employee,,C-level (CTO / CEO / ...),,140000,2,Other,c-level,Ruby,,,English,No,,,101-1000,140000,80000,,30,,,,,,
,Berlin,,,,,Full-time employee,,Backend Developer,,7,4,Senior,,Java,"Python,SQL,AWS",4,English,No,,,101-1000,90000,115000,95000,30,,,,,,
,Berlin,,,,,Founder,,C-level (CTO / CEO / ...),,16,16,Head,,Python,"SQL,Google Cloud,AWS,Kubernetes,Docker,Terraform",4,English,No,,,101-1000,120000,120000,120000,24,,,,,,
,Berlin,,,,,Full-time employee,,QA Engineer,,6,2,Senior,,JavaScript / Typescript,"Javascript / Typescript,Docker",2,"English,Russian",No,,,101-1000,57000,6000,,30,,,,,,
,Berlin,,,,,Self-employed (freelancer),,Backend Developer,,9,0,Senior,,Go,"Python,Go",0,"English,Russian",No,,,11-50,,,,,34.40,640,0,0,,
,Berlin,,,,,Full-time employee,,QA Engineer,,7,3,Middle,,Python,,2,"English,German,Russian",No,,,101-1000,55000,55000,45000,26,,,,,,
,Berlin,,,,,Founder,,C-level (CTO / CEO / ...),,15,8,Head,,JavaScript / Typescript, React,1,English,No,,,up to 10,100000,100000,100000,25,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,7,2,Senior,,JavaScript / Typescript,"Other,Javascript / Typescript",2,English,No,,,1000+,76000,80000,66000,27,,,,,,
,Berlin,,,,,Full-time employee,,DevOps,,12,6,Senior,,Python,"Python,AWS,Kubernetes,Terraform,Docker,Other",2,English,No,,,1000+,105,125,90,28,,,,,,
,Berlin,,,,,Full-time employee,,Tech Lead / Team Lead,,18,2,Lead,,PHP,"Docker,AWS,SQL,Javascript / Typescript,PHP",0,English,Not relevant to me,,,101-1000,78000,78000,65000,26,,,,,,
,Berlin,,,,,Full-time employee,,Backend Developer,,5,1,Middle,,Python,"Python,SQL,Google Cloud",1,"German,English,Russian",No,,,51-100,42000,42000,36000,30,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,27,1,Lead,,Java,AWS,1,"English,Russian",No,,,1000+,125000,160000,,26,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,15,2,Senior,,C / C++,"Python,Docker",1,English,No,,,1000+,80400,12060,,25,,,,,,
,Berlin,,,,,Full-time employee,,Tech Lead / Team Lead,,19,6,Lead,,Swift,,0,English,No,,,101-1000,84000,84000,80000,30,,,,,,
,Berlin,,,,,Full-time employee,,Tech Lead / Team Lead,,11,6,Lead,,JavaScript / Typescript,"NodeJS,SQL,Google Cloud,Kubernetes,Terraform,Docker",3,English,No,,,11-50,88000,88000,82000,24,,,,,,
,Berlin,,,,,Full-time employee,,Mobile Developer,,9,4,Senior,,Kotlin,,4,English,No,,,1000+,70000,70000,63000,28,,,,,,
,Berlin,,,,,Full-time employee,,Engineering Manager,,12,5,Lead,,Swift,"Javascript / Typescript,Kotlin, React,Java / Scala",5,English,No,,,101-1000,95000,95000,85000,35,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,10,7,Senior,,Go," React,NodeJS,Ruby,Go,Kubernetes,SQL",,English,No,,,1000+,95000,135000,130000,30,,,,,,
,Berlin,,,,,Full-time employee,,Designer (UI/UX),,11,3,Lead,,Other,,2,"Russian,English",No,,,1000+,85000,90000,75000,30,,,,,,
,Berlin,,,,,Full-time employee,,Tech Lead / Team Lead,,10,7,Senior,,Java,"Javascript / Typescript, React",,English,No,,,101-1000,90000,90000,,30,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,12,8,Senior,,Scala,"Java / Scala,Terraform,Kubernetes,Go,Kotlin,SQL,AWS,Docker,Other",0,English,No,,,1000+,115000,205000,124000,25,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,13,3,Senior,,JavaScript / Typescript,"Python,Javascript / Typescript,Angular, React,NodeJS,Docker",2,English,No,,,11-50,68000,0,0,40,,,,,,
,Berlin,,,,,Part-time employee,,Software Engineer,,8,5,Senior,,Python,"Javascript / Typescript,SQL,AWS",0,English,No,,,11-50,60000,60000,60000,30,,,,,,32
,Berlin,,,,,Full-time employee,,Mobile Developer,,8,0,Head,,Kotlin,"Java / Scala,Kotlin",7,"English,Russian",No,,,101-1000,84000,100000,,24,,,,,,
,Berlin,,,,,Full-time employee,,QA Engineer,,11,2,Middle,,Java,,2,"English,German,Russian",No,,,1000+,73000,73000,68208,30,,,,,,
,Berlin,,,,,Full-time employee,,Other,Principal Engineer,12,5,Lead,,Ruby,,0,English,No,,,101-1000,85000,16000,,28,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,15,2,Senior,,Other,"Java / Scala,C / C++,Clojure",0,English,No,Clojure,,up to 10,133000,160000,100000,24,,,,,,
,Berlin,,,,,Full-time employee,,Product Manager,,4,3,Middle,,SQL,,2,English,Yes,,,1000+,60000,65000,55000,30,,,,,,
,Berlin,,,,,Full-time employee,,Backend Developer,,10,1,Senior,,Go,"PHP,Kotlin,Docker,SQL",0,English,No,,,1000+,75000,80000,,24,,,,,,
,Berlin,,,,,Full-time employee,,Engineering Manager,,6,6,Lead,,Go,"AWS,Kubernetes,Terraform,Docker,Python",2,"Russian,English",No,,,101-1000,9000,110000,85000,28,,,,,,
,Berlin,,,,,Full-time employee,,QA Engineer,,4,2,Middle,,JavaScript / Typescript,"Angular, React,Google Cloud,Terraform",1,"English,German",Yes,,,101-1000,58000,64000,51000,30,,,,,,
,Berlin,,,,,Full-time employee,,Backend Developer,,5,2,Senior,,Java,Kotlin,2,English,Not relevant to me,,,101-1000,72000,72000,,28,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,12,2,Senior,,Go,"Google Cloud,Kubernetes,AWS,Terraform,Docker",2,English,No,,,1000+,84000,103000,73000,27,,,,,,
,Berlin,,,,,Full-time employee,,QA Engineer,,10,4,Senior,,Java,"Javascript / Typescript,NodeJS,AWS,Kubernetes,Docker",2,English,Yes,,,1000+,63000,63000,58000,30,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,17,11,Senior,,C# / .NET,"Go,SQL,Docker,Kubernetes",4,"English,German,Russian",No,,,11-50,84000,84000,79200,30,,,,,,
,Berlin,,,,,Full-time employee,,Frontend Developer,,1,5,Junior,,JavaScript / Typescript, React,0,English,No,,,up to 10,40000,40000,,28,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,4,4,Senior,,Python,Javascript / Typescript,0,"English,German",Yes,,,101-1000,64000,73600,48000,30,,,,,,
,Berlin,,,,,Part-time employee,,Backend Developer,,1,1,Junior,,Python,"Javascript / Typescript,SQL",0,"German,English,Russian",Yes,,,11-50,28500,28500,,20,,,,,,30
,Berlin,,,,,Full-time employee,,Backend Developer,,13,2,Senior,,C# / .NET,"Google Cloud,Kubernetes,Docker",2,English,No,,,1000+,74000,117000,115000,27,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,8,0,Senior,,JavaScript / Typescript,"Javascript / Typescript, React,NodeJS",0,English,No,,,1000+,80000,80000,,28,,,,,,
,Berlin,,,,,Full-time employee,,Tech Lead / Team Lead,,10,5,Lead,,Java,,3,"English,Russian",No,,,101-1000,78000,78000,72000,30,,,,,,
,Berlin,,,,,Full-time employee,,Other,SRE,6,1,Middle,,Python,"Go,Kubernetes,Docker,Javascript / Typescript,SQL",1,English,No,,,101-1000,67000,72000,,28,,,,,,
,Berlin,,,,,Full-time employee,,Backend Developer,,10,6,Lead,,Other,"Ruby,Kubernetes,Docker,AWS,Python",1,English,No,Elixir,,101-1000,100000,100000,80000,unlimited,,,,,,
,Berlin,,,,,Full-time employee,,Tech Lead / Team Lead,,8,8,Senior,,Kotlin,"Python,SQL,Kubernetes,Docker",6,"English,German",Yes,,,1000+,82000,83000,79000,30,,,,,,
,Berlin,,,,,Full-time employee,,Backend Developer,,7,7,Lead,,JavaScript / Typescript,"Java / Scala,Angular,SQL,AWS,Terraform",7,"English,German,Russian",Yes,,,101-1000,72000,72000,,,,,,,,
,Berlin,,,,,Full-time employee,,Product Manager,,7,1,Senior,,C / C++,Python,0,"English,Russian",No,,,101-1000,70000,80000,,30,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,6,2,Senior,,Scala,"Java / Scala,Python,Javascript / Typescript,SQL,Docker,Kubernetes",2,"English,Russian",No,,,1000+,85000,85000,78000,30,,,,,,
,Berlin,,,,,Full-time employee,,DevOps,,5,4,Middle,,Other,"Docker,Kubernetes",2,German,No,,,51-100,5000,60000,,25,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,10,0,Senior,,JavaScript / Typescript," React,NodeJS,Docker",0,"English,Russian",Not relevant to me,,,1000+,71000,71000,,28,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,6,1,Senior,,JavaScript / Typescript,Kotlin,0,"English,Russian",No,,,101-1000,95000,10500,,,,,,,,
,Berlin,,,,,Full-time employee,,Tech Lead / Team Lead,,18,2,Lead,,PHP,"AWS,Terraform,Docker,SQL",2,English,No,,,1000+,82000,82000,73000,30,,,,,,
,Berlin,,,,,Full-time employee,,QA Engineer,,7,0,,,JavaScript / Typescript,,0,English,No,,,101-1000,57000,0,,28,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,8,6,Senior,,Python,"Java / Scala,SQL,Google Cloud,Kubernetes,Docker,AWS",2,English,No,,,1000+,95000,95000,,29,,,,,,
,Berlin,,,,,Full-time employee,,Network / Security Engineer / System Administrator,,7,7,Middle,,Other,,2,"English,German",No,,,101-1000,52000,57000,,30,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,5,2,Middle,,Go,"Java / Scala,SQL,AWS,Docker,Kubernetes,NodeJS",0,English,No,,,1000+,90000,120000,69000,30,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,10,7,Lead,,Java,"Java / Scala,Docker,Kubernetes,Terraform",5,English,No,,,101-1000,90000,120000,115000,28,,,,,,
,Berlin,,,,,Full-time employee,,Head / Principal / VP,,18,5,Head,,Python,"Java / Scala,Go,AWS,Kubernetes,Terraform,Docker,Other",3,"English,Russian",No,,,101-1000,120,150000,130000,28,,,,,,
,Berlin,,,,,Full-time employee,,QA Engineer,,5,0,Senior,,Python,Javascript / Typescript,0,English,No,,,51-100,52000,52000,,28,,,,,,
,Berlin,,,,,Full-time employee,,Backend Developer,,7,3,Middle,,Kotlin,"Java / Scala,Python,SQL,AWS,Kubernetes,Docker,Other",3,"English,German,Russian",No,,,1000+,65400,65400,60500,24,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,15,6,Lead,,Go,"Terraform,Docker,AWS,Go,Kubernetes",1,English,No,,,101-1000,100000,110000,100000,30,,,,,,
,Berlin,,,,,Full-time employee,,Data Scientist,,6,0,Senior,,Python,"Docker,Kubernetes,AWS,SQL",0,English,No,,,101-1000,88000,88000,,25,,,,,,
,Berlin,,,,,Full-time employee,,Backend Developer,,6,3,Senior,,Kotlin,Java / Scala,0,English,No,,,101-1000,80000,84000,80000,30,,,,,,
,Berlin,,,,,Full-time employee,,Tech Lead / Team Lead,,13,6,Lead,,Other,"Python,Javascript / Typescript,NodeJS,SQL,Go,AWS,Google Cloud,Kubernetes,Terraform,Docker",2,English,No,Elixir,,51-100,155000,300000,0,30,,,,,,
,Berlin,,,,,Full-time employee,,QA Engineer,,6,0,Senior,,JavaScript / Typescript,C# / .NET core,0,English,No,,,51-100,52000,52000,,,,,,,,
,Berlin,,,,,Full-time employee,,Engineering Manager,,10,4,Lead,,Python,"Kubernetes,Terraform,Docker,Azure",1,German,No,,,1000+,120000,120000,100000,28,,,,,,
,Berlin,,,,,Full-time employee,,ML Engineer,,14,4,Senior,,Python,,4,English,No,,,1000+,105000,105000,90000,30,,,,,,
,Berlin,,,,,Part-time employee,,BI Developer / Data Engineer,,5,0,Junior,,Python,"Go,SQL",0,"English,Russian",No,,,51-100,18000,18000,0,15,,,,,,20
,Berlin,,,,,Full-time employee,,Backend Developer,,15,3,Senior,,PHP,"Javascript / Typescript,Docker,AWS",3,English,No,,,101-1000,57000,57000,,25,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,5,3,Middle,,Kotlin,"Python,Java / Scala,Docker,Kubernetes,Terraform,Google Cloud",1,English,Yes,,,51-100,75000,7500,65000,30,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,16,2,Senior,,Swift,Javascript / Typescript,2,"English,Russian",No,,,1000+,82000,82000,77000,29,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,15,6,Senior,,Python,"Go,Terraform,Kubernetes,Docker,AWS",0,English,No,,,101-1000,80000,80000,72000,26,,,,,,
,Berlin,,,,,Full-time employee,,Product Manager,,7,3,Senior,,Other,Other,3,English,No,,,1000+,95000,20000,115000,28,,,,,,
,Berlin,,,,,Full-time employee,,BI Developer / Data Engineer,,10,0,Senior,,SQL,Python,0,"English,Russian",No,,,51-100,60000,65000,,,,,,,,
,Berlin,,,,,Full-time employee,,Backend Developer,,7,2,Senior,,PHP,"Go,SQL",1,English,No,,,101-1000,73000,77000,69500,26,,,,,,
,Berlin,,,,,Full-time employee,,Product Manager,,3,3,Middle,,Kotlin, React,0,English,No,,,51-100,75000,82500,55000,30,,,,,,
,Berlin,,,,,Full-time employee,,DevOps,,4,0,Senior,,Bash,"Python,AWS,Google Cloud,Kubernetes,Terraform,Docker",0,"English,Russian",Not relevant to me,,,101-1000,5833,0,,27,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,4,1,Middle,,Java,Kotlin,,"Russian,English",No,,,1000+,72000,82000,,30,,,,,,
,Berlin,,,,,Working student,,Other,Junior ,1,1,Junior,,C# / .NET,"Python,Javascript / Typescript, React,SQL",0,German,No,,,51-100,6000,6000,,30,,,,,,
,Berlin,,,,,Full-time employee,,Software / Solutions Architect,,15,6,Senior,,Other,"Python,Kubernetes,Docker,Other",6,"English,German",No,,,1000+,80000,7000,7000,30,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,14,10,Senior,,C / C++,"Java / Scala,SQL",0,English,Yes,,,1000+,135000,279000,170000,30,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,10,3,Other,Staff,Swift,Swift,2,English,No,,,1000+,95000,120000,90000,24,,,,,,
,Berlin,,,,,Full-time employee,,QA Engineer,,6,5,Middle,,SQL,,3,English,No,,,11-50,59000,0,0,30,,,,,,
,Berlin,,,,,Founder,,C-level (CTO / CEO / ...),,8,5,Head,,Python,"Docker,Google Cloud",2,English,Yes,,,11-50,70000,70000,32000,30,,,,,,
,Berlin,,,,,Full-time employee,,Data Scientist,,8,8,Senior,,Python,SQL,3,"English,German",Yes,,,101-1000,82500,118500,,35,,,,,,
,Berlin,,,,,Full-time employee,,Data Scientist,,4,10,Middle,,Python,AWS,3,"English,German",Yes,,,1000+,64000,64000,60000,28,,,,,,
,Berlin,,,,,Full-time employee,,Engineering Manager,,16,7,Lead,,Java,"Java / Scala,SQL,AWS",0,"English,Russian",No,,,51-100,100000,100000,110000,28,,,,,,
,Berlin,,,,,Full-time employee,,Engineering Manager,,11,3,Lead,,Swift,"Javascript / Typescript,Swift,Angular,Azure,Kubernetes,Docker,SQL",3,"English,Russian,German",No,,,51-100,97000,97000,95000,30,,,,,,
,Berlin,,,,,Full-time employee,,Backend Developer,,5,3,Middle,,Java,,2,English,No,,,,70000,72000,,30,,,,,,
,Berlin,,,,,Working student,,Software Engineer,,2,2,Middle,,Other,Java / Scala,2,"German,English",Yes,Dart,,11-50,19000,19000,14000,21,,,,,,
,Berlin,,,,,Full-time employee,,ML Engineer,,11,3,Senior,,Python,"Java / Scala,SQL,AWS,Google Cloud,Terraform,Docker,Python",0,"English,Russian,German",No,,,1000+,80000,80000,74000,27,,,,,,
,Berlin,,,,,Full-time employee,,Backend Developer,,6,1,Middle,,NodeJS,,0,English,No,,,11-50,57000,57000,,28,,,,,,
,Berlin,,,,,Full-time employee,,Frontend Developer,,6,1,Middle,,JavaScript / Typescript," React,Javascript / Typescript,NodeJS",1,English,No,,,1000+,62500,62500,62500,30,,,,,,
,Berlin,,,,,Full-time employee,,Software / Solutions Architect,,7,3,Senior,,Python,,1,English,No,,,1000+,88000,120000,70000,25,,,,,,
,Berlin,,,,,Full-time employee,,C-level (CTO / CEO / ...),,25,7,Other,C-level,JavaScript / Typescript," React,NodeJS,Azure",2,English,No,,,11-50,190000,210000,180000,30,,,,,,
,Berlin,,,,,Full-time employee,,C-level (CTO / CEO / ...),,14,14,Head,,JavaScript / Typescript," React,NodeJS,Google Cloud,Docker,Terraform,Kubernetes",4,"English,German",No,,,11-50,112500,130000,122500,30,,,,,,
,Berlin,,,,,Full-time employee,,BI Developer / Data Engineer,,3,2,Middle,,Python,"SQL,AWS,Docker,Other",0,English,No,,,101-1000,60000,60000,40000,30,,,,,,
,Berlin,,,,,Full-time employee,,Product Manager,,7,7,Lead,,SQL,,3,"English,German,Russian",Yes,,,101-1000,76000,76000,59000,25,,,,,,
,Berlin,,,,,Full-time employee,,QA Engineer,,10,10,Middle,,Other,"Perl,SQL,Python",0,German,Yes,,,1000+,61700,75000,69000,30,,,,,,
,Berlin,,,,,Full-time employee,,Engineering Manager,,10,5,Lead,,JavaScript / Typescript,,2,English,No,,,1000+,95000,96000,96000,30,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,15,0,Senior,,Python,"Javascript / Typescript,SQL,Docker",0,"English,Russian",No,,,1000+,78000,90500,,30,,,,,,
,Berlin,,,,,Full-time employee,,QA Engineer,,8,3,Middle,,Python,,0,"English,Russian",No,,,101-1000,70000,70000,,30,,,,,,
,Berlin,,,,,Full-time employee,,DevOps,,7,2,Senior,,Other,"Python,Kubernetes,Terraform,Docker,Go",2,"English,Russian",No,Kubernetes,,101-1000,96000,106400,76400,28,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,11,1,Senior,,PHP,"Go,AWS,Terraform,Docker",1,"English,Russian",No,,,101-1000,70000,70000,,30,,,,,,
,Berlin,,,,,Full-time employee,,C-level (CTO / CEO / ...),,20,7,Head,,PHP,"Java / Scala,NodeJS, React,Javascript / Typescript,PHP,Docker,AWS",3,"German,English,Russian",Yes,,,101-1000,105000,105000,105000,30,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,5,0,Middle,,Python,"AWS,Docker",0,"English,Russian",No,,,101-1000,78000,78000,,27,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,10,5,Senior,,Go,"Python,C / C++,Google Cloud,Terraform,Docker,Other",1,English,No,,,101-1000,75000,80000,75000,30,,,,,,
,Berlin,,,,,Full-time employee,,DevOps,,10,3,Senior,,Other,"Kubernetes,Docker,AWS",0,"English,Russian",No,,,101-1000,80000,0,65000,30,,,,,,
